개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day1,K17,2sp,트라이건,0range_melon,1디페/오메 님이 재게시함,7,747,3.2천,5.3만,"2023년 12월 31일This shot, (tho this is edited for PV) in the storyboard Vash just keeps ok running but with amazing subtlety acting addition by Akihiko Orikasa, came together as one of the most sensational shot in the series.『TRIGUN STAMPEDE』アニメ公式／トライガン・スタンピード 님의",True
Day1,K17,2sp,트라이건,vaaa_vaa_va,k17/사몽,174,7,22,903,#트라이건_트친소미루고 미루다 크리스마스 기념이라 읽고 메인트라 쓰는 트친소~!상시 올려둘 예정이고 대다수 연성 논컾이지만 종종 시피도 올라갈 예정이라 리버시블 관련해 괜찮으신 분들~! 저랑 총놀 같이해용 무멘팔로 찾아갑니다~!미리 감사하묘..다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경,True
Day1,K22b,1sp,"명탐정 코난, 대역전재판",dld_dgs,,0,0,0,0,,True
Day1,K22b,1sp,"명탐정 코난, 대역전재판",tgaa_danshi,K22b 천생연분,89,1시간,빨리 456하고싶음… 난지금세상의절반만알고있는거야,22,,True
Day1,K22b,1sp,"명탐정 코난, 대역전재판",U_stery,K22b 우스테리,"2,930",26,22,4.9천,1디페 최종 인포 k22b명탐정 코난&(대)역전재판 ,True
Day1,K22b,1sp,"명탐정 코난, 대역전재판",tttan_ng,돈토로동 님이 재게시함,175,26,22,4.9천,1월 11일1디페 최종 인포 k22b명탐정 코난&(대)역전재판 ,True
Day1,L11,2sp,"진혼기, 명급리, 백망되",haemsuglang,,0,0,0,0,,True
Day1,L11,2sp,"진혼기, 명급리, 백망되",nrhmong,(디페/L11) 늘래몽,230,19,15,1.5천,1/20 디페스타 인포-부스 1관 L11-현장판매 only-의신&올무포카와 힐데포카 무료배포합니다.-바삭(@ bassac_)님과 부스 같이씁니다.,True
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",yuchae_82,1디페L17/유채,92,59,22,5.9천,1월 20일 디페스타 선입금+통판 폼입니다.현장판매분은 소량 챙겨갑니다!1/5 ~1/7 (23:59)https://witchform.com/deposit_form/547144…공지사항은 타래로 이어갑니다.,True
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",musiruoomu,1디페 L17| 김시루,352,80,34,1.4만,"1월 20일 디.페스타에서 판매하는 카리스마 하우스, 반월당의 기묘한 이야기 굿즈의 <선입금&통신판매>폼입니다.자세한 사항은 링크를 통해 확인해 주세요.♡ 기간: 1/7 00:00~ 1/10 15:001디페 현장수령 선입금 https://witchform.com/deposit_form/548411…통판 폼 더 보기",True
Day1,L17,2sp,"반월당의 기묘한 이야기, 베리드스타즈, 앙상블스타즈, 카리스마",ugnon1126,1디페 L17/ Zi존으뇽,144,44,11,3.2천,1디페 키링 현장수령 및 통판폼입니다!!!2024.01.07~2024.01.11https://witchform.com/deposit_form.php?idx=548753…다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경,True
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",H_MMANG,디페 L19)망,88,18,2,1.7천,[RT]1월 20일 토요일 디페스타 L19 인포스플래툰으로 참가합니다!타래로 굿즈 실물 사진 올라오니 참고해주세요~,True
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",xsoxxnx,,0,0,0,0,,True
Day1,L19,2sp,"스플래툰, 반월당의 기묘한 이야기",soqqqil,디페 L19) 시오,129,99,24,1만,[RT] 1/20(토) 디페스타 L19 인포 및 선입금폼 RT추첨 한분 원하시는 굿즈 2종 드립니다! 1/4~1/7 (23:59) https://witchform.com/deposit_form.php?idx=546498…,True
Day1,L20,2sp,화산귀환,kununk030,1디페 L20 하루반L 님이 재게시함,232,1.2만,1.8천,62만,11시간뭐야 택시비가 2.1부터 오른다고???? 미쳤네 이게 무슨 인상률이야….. ????????,True
Day1,L20,2sp,화산귀환,mang_it1010,1디페 L20/현생에 끌려간 망잇 님이 재게시함,466,806,1.5천,5.5만,1월 12일@bartolomeus_ 님에게 보내는 답글백천이가 개들중에 제법 깜찍한 녀석 하나 있다고 했었거든요. 그 얘기입니다.,True
Day1,L3,2sp,원피스,OFF_U__,오프유 ( ֊'ヮ'֊)oO(まいっか!),"5,433",1,8,3.5천,[1 디페 부스 위치 공지]  주술회전: Y23 원피스:  L3  장르에 따라 수령하는 위치가 다릅니다. 꼭 확인 부탁드립니다.오프유 ( ֊'ヮ'֊)oO(まいっか!)@OFF_U__·2023년 12월 15일[1월 디페 현장수령 선입금 폼]12.16 00:00~회지/굿즈마다 주문 마감일이 다릅니다.RT추첨 한 분께 주술회전 지류 굿즈 전 종 보내드립니다.[고죠유지 올컬러 성인지 전전반측]> https://witchform.com/deposit_form/533232…,True
Day1,L3,2sp,원피스,vivivibbi,이거존맛,2.6만,이렇게될듯합니다~~!,12,3천,"1디페 부스위치가 확정이 났는데,,,아직 굿즈를 만드는중이라 인포는 다음주에 올라옵니다ㅠ___ㅠ L3이구요!! 자세한건 얼른 인포로 들고올게요>< 굿즈리스트는 대충주술 기존굿즈들(포카,코롯토)+신규굿즈 극소량",True
Day1,M5,2sp,화산귀환 ,Mixacc_01,디페M5 린,"2,777",774,215,3.8만,[RT] 해당 트윗을 알티 해주시는 한분께 모든 굿즈를 드립니다.     1/20(토) 디페스타 현장수령 선입금 및 통판폼    2024. 01. 03(수) 20:30 ~ 01. 05(금) 13:00    선입금:https://witchform.com/deposit_form.php?idx=546289…통판: https://witchform.com/deposit_form.php?idx=546288…,True
Day1,M9,2sp,"무기미도, 화산귀환",sappazell,(1월디페/M9)ZELL,"1,129",164,155,1.9만,"[1월 20일 /  제 24회 디 페스타] 무기미도 부스로 참가 합니다!실물 사진 및 추가 굿즈, 추후 위치정보는 는 타래 및 링크에 계속 추가됩니다 https://posty.pe/vnorlr",True
Day1,M9,2sp,"무기미도, 화산귀환",slkk_h,토M9/일P10@술꽃,965,98,81,1.5만,1월 디페/아이소 일소청명 쁘띠존 인포현장판매only화산귀환 일청 신간3종/굿즈 나옵니다회지 샘플 및 추가사항 등은 타래로 잇습니다다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경보기,True
Day1,N1,2sp,슬램덩크,hells_usol,뻥튀기POPCORN 디페N1,"7,266",20,34,9.1천,追納希望の方がいらっしゃれば再販ボタンをお願いします!  考慮してみますec.toranoana.jpUphill Road-とらのあな女子部成年向け通販,True
Day1,N1,2sp,슬램덩크,semo_11x10,1/20 디페 N1,"4,972",147,200,1.2만,"[1월20일 디페스타] - N1태웅백호신간 「오늘밤너는」A5/40p/성인본 5,000원현장판매ONLY샘플 : https://semo11x10.postype.com/post/159920133/2 배포전에도 들고갑니다. 배포전끝나고 재고가 남는다면 통판합니다!잘 부탁드립니다 ",True
Day1,N10,4sp,슬램덩크,sloth1205,디페N10/나무늘보,"5,742",107,96,1.4만,<생육하고 번성하라> 수요조사 안내- 1월 디페 or 마감 실패하면 통판온리 예정- A5 300p 이상 예정- 성인본 (당연하지만)- 주의키워드 반드시 참고 요망- 가격은 웬만하면 고정할 건데 견적이 끔찍하면 조금 더 올라갈 겁니다태웅백호 루하나 신간더 보기,True
Day1,N10,4sp,슬램덩크,aaasti1397,디페N10)존나리 바쁜 모슦까또 한눈파는중,301,166,332,1.3만,"1월 디페스타 발간 예정인  Wrecked 의 선입금을 진행합니다.A5 / 무선제본 / 150p 내외(예정) / 15,000원 / 19세미만관람불가 / 1월 디페스타 발간예정현장구매 https://witchform.com/payform/ABAZ7Y0OPK…통신판매https://witchform.com/payform/JGQBCUZFRS…샘플 페이지더 보기",True
Day1,N10,4sp,슬램덩크,Asashijixxx,FLOW-浅乃-ER디페스타 《N10》,"2,526",1,4,1.9천,이 계정은 꺾마의 동인활동 인포 및 슬덩 그림 업로드를 위한 계정입니다.  개인 활동만 보고 싶으신 분은 이 계정에서 정보 확인 부탁드립니다この垢は浅乃の同人活動の告知またSD絵のアップロードのための垢です。交流が欲しい方は@Asano11x10,True
Day1,N15,2sp,슬램덩크,endi_slam,1디페n15) endian (발등활활클럽),130,1,7,8.7천,메인트용 성향표(재업)다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경,True
Day1,N15,2sp,슬램덩크,Nicknem__,1디페::N15)닉넴,"4,589",8,59,8.3만,대충 이런 사람이라는 트윗하기,True
Day1,N17,2sp,슬램덩크,HRZN0DWN,디페N17 영명 님이 재게시함,40,36,99,2.6천,21시간옛날에 올렷다가 지운 태웅백호 낙서두.... 다시 재업,True
Day1,N17,2sp,슬램덩크,nongjun21,(1디페/N17)준새기,"1,013",47,35,5.4천,RT감사합니다1월 디페스타/N-17태웅백호 쁘띠존_호호신년샘플-> https://posty.pe/vsz9ue수요조사[8일(월) 23시 59분까지]->https://witchform.com/demand_form/89720…부스 위치 확정되어서 재업합니다~선입금 없이 수요조사+@(소량) 현판합니다!@11X10_TWBH,True
Day1,N21,2sp,슬램덩크,odzp_ruhana,오디,136,10,3,4천,"@odzp_ruhana 님에게 보내는 답글안녕하세요. 늦은 시간에 죄송합니다. 흠흠님께서 오늘 디엠으로 사과를 요청하신 내용이 다른 내용이었음을 밝히셨기에, 디엠으로 해당 부분에 대한 논의는 정확히 매듭지어지지 않은 채 종료되었으나 말씀주신 내용에 대한 사과를 드립니다. 첨부된 스샷은 오늘 나눈 디엠 전문입니다.",True
Day1,N21,2sp,슬램덩크,2hrrr,,0,0,0,0,,True
Day1,N22,2sp,슬램덩크,Underlash_0101,누보 (누),213,44,18,6.1천,"[RT♡] 1월 태웅백호 쁘띠존 N22 부스에서 판매 예정인 구간 4종 선입금 예약을 받습니다. 신간 예약은 추후 별도로 올라올 예정이며, 디페스타 이후 구간의 오프라인 판매 예정은 없습니다.witchform.com[N22] 1월 디페스타 구간 판매(현장수령 only) | WitchForm - 우리끼리 사고파는 창작마켓",True
Day1,N22,2sp,슬램덩크,15th_of_march,파펭,42,1,4,7.2천,트친구들님께 자기소개…세상의 모든 서태웅태웅백호 流花호열대만 洋三명헌태섭 深リョ미국조 요렇게 고정으로 먹구 안좋아허는거 많긴한데 알아서 걸러요 헿ㅎ…그 외에도 잘먹어용더 보기,True
Day1,N24a,1sp,슬램덩크,plsherlock,(호백온D2) J,161,조아하는 콩알잇어??,1,95,진짜 앙큼한 콩알이다샤뿡이@sha_bong_1·1시간배코야.. 자면안돼..,True
Day1,N24a,1sp,슬램덩크,nongnolS2,1디페 N24a농곰 님이 재게시함,71,1.5천,6.1천,19만,2023년 7월 14일ケモ化いろいろ(子犬化含む),True
Day1,N2b,1sp,슬램덩크,rukahanaryomi,,0,0,0,0,,True
Day1,N2b,1sp,슬램덩크,lovewayandu,지금,"1,043",41,24,8천,"안녕하세요. 개인 사정으로 행사 참석이 어려울 것 같아, 디.페스타 행사에서 책 현장 수령이 불가해졌습니다.따라서 현장수령 선입금해주신 분들께 순차적으로 환불을 진행 예정이며, 통판 전환을 원하시는 분들을 위하여 통판 선입금 기간을 늘려두겠습니다. (~01.05 23:00까지)(타래)지금@lovewayandu·2023년 12월 27일2024.01 디페스타에서 발간 예정인탱백(루하나) 소설 회지 <그 문장의 시작은 짝사랑> 선입금을 받습니다.기간 : 12.27 12:00 ~12.29 00:00더 보기",True
Day1,N3,2sp,슬램덩크,wvvo00,1디페 N3𝙽𝚈𝙾𝙼,"1,295",51,39,6.2천,[RT]태웅백호 설빔 코롯토1월 20일(토) 디페스타 현장수령 선입금 폼입니다!기간: 2024.01.04(목) 20:00 ~ 01.07(일) 11:10선입금 폼: https://witchform.com/deposit_form.php?idx=546873…자세한 사항은 폼을 확인해 주세요!,True
Day1,N3,2sp,슬램덩크,jangtu1110,1디페 N3장투,241,28,30,1.8천,[2024. 1디페 부스 안내]부스위치: N3 with 뇸님(wvvo00)(이하 장투의 부스 운영 공지입니다.)- 구간 재판본 선입금 판매- 태웅이 생일 기념 글엽서 나눔* 선입금 수령 시간: 12시~2시제가 부스를 일찍 철수할 예정이라... 꼭 2시까지 부탁드려요! ▼ 부스 공지 타래로 이어집니다.더 보기,True
Day1,N5,2sp,슬램덩크,omoknun_2,,0,0,0,0,,True
Day1,N5,2sp,슬램덩크,1DUNK1,,0,0,0,0,,True
Day1,N7,2sp,슬램덩크,forgiveme_im20,ㄷㄷㅠ (N07 / 선입금 ~15일 07:14),112,30,13,2.1천,"RT01/20 디페스타 N7태섭대만 신간 <Falling Night>+ 태대, 호댐 댐른온 굿즈 재판선입금 현장수령 / 통판 폼입니다. 선입금 수량만큼 제작!자세한 내용은 링크 확인해주세요 ♡~ 15(월) 07:14https://takemm.com/prod/view/23817많관부 ~(˘▾˘~)(~˘▾˘)~",True
Day1,N7,2sp,슬램덩크,SLDK0401,1디페N7) 공,243,1월 11일,이때 상황 다시 확인해보려고 1권 폈는데 배코가 박치기로 패기 전후 출혈량 차이가 웃겨 미칠 거 같음,84,내 비타민1디페N7) 공@SLDK0401,True
Day1,N7,2sp,슬램덩크,minan_doshi,,0,0,0,0,,True
Day1,N8,2sp,슬램덩크,shdqld23,(후기이벤트중/N8)빙회,"1,888",365,26,3.9천,RT 호백 개인지(7종) 후기이벤트(~0218)안녕하세요! 23년도 발간 호백 개인지 후기이벤트입니다. 구글폼 참여 가능하며 동인 활동하며 한번은 해보고 싶었던 이벤트라 용기내어 열게 되었습니다잘부탁드립니다!https://forms.gle/rebcLHDnCjBjXXK2A…,True
Day1,N8,2sp,슬램덩크,_deng2,(1디페/N8)뎅군,1만,87,78,7.7천,[RT] 1월 디페 인포입니다. 빙회님과 함께 탱백 쁘띠존 참가합니다. 신간(만화) 들고가요! 현장판매ONLY (현판 이후 재고는 통부해 위탁 예정) 잘 부탁드립니다! ★서테1웅 진입금지구역 샘플 링크 https://posty.pe/skebx5,True
Day1,O24a,1sp,슬램덩크,br_0522,,0,0,0,0,,True
Day1,O3,2sp,슬램덩크,karlin_123,(디페O3)루다,131,1,2,859,~생각날때마다 잇는 트리그널 10주년 애니버서리 이벤트+여행 후기 타래~이전 라이브서 팬클럽 선행으로 티켓을 못잡아본적이 없었는데 일요일 티켓은 일반판매까지 가서 사투를 벌여 겨우 잡았는데 정말 잡길 잘했다고 생각한 이틀ㅠ,True
Day1,O4,2sp,"마블, 스어유, 신비한 동물사전, 슬램덩크, 드라마",4tleastoneforU,디페 O4 / 일하는 J,506,= 선입금 모음 =,2,318,,True
Day1,O4,2sp,"마블, 스어유, 신비한 동물사전, 슬램덩크, 드라마",ryungsillust,륭(ryung),224,38,29,4천,륭 2번째 개인전 Color Festa -마음 보석함 기간 : 11.21(화) -26(일)장소 : 갤러리 반포대로5 3F시간 : 11am -7pm 무료전시 두번째 개인전을 열게 되었습니다. 조금씩 그려왔던 저의 작은 여정들과 그림책 갈색구두 속 동물친구들의 비하인드를 만날 수 있습니다 놀러오세요,True
Day1,P16,2sp,슬램덩크,daepa_j,클론,781,3,3,1.9천,저희집 트리 대오픈집에 트리둘데도 없으니 온라인 트리라도...내 트리를 꾸며줘!,True
Day1,P18,2sp,슬램덩크,chrs_1234567890,1디페챌리스,431,136,38,1.5만,"RT 추첨을 통해 원하시는 책을 보내드립니다대만른 온리전(상11), 11월 통판 탱댐, 태웅대만 단일메뉴11월16일 (목) 20시~ 11월 19일 (일) 23시59분대만른 온리전 인포와 통판 인포가 상이합니다. 꼭 확인 후 주문 부탁드립니다. https://witchform.com/payform/?uuid=KVLY8PJXPN…",True
Day1,P20,2sp,슬램덩크,doppdoppdopp,침대가 좋아 돕,"6,414",99,86,1.1만,"갑작스럽지만 백호 뱃지가 가지고 싶어서 도안을 준비해보았습니다. 제작여부를 결정하기위해 수량조사를 하려하니, 관심이 있으시다면 아래 링크를 확인부탁드립니다. 감사합니다! https://naver.me/5LujoH1W",True
Day1,P20,2sp,슬램덩크,kkoog_TT,꼬옥,"6,499",17,56,3.6천,,True
Day1,Q2,2sp,슬램덩크,mukheoba,무커바,308,12,19,9.2천,슬덩썰 정리타래,True
Day1,Q2,2sp,슬램덩크,iiiiiite1,이트-1디페/Q2,295,5,6,4.6천,작성하며....아무리 생각해도... 이 트친소에 의미가 있나요....?마음은 안찍으셔도 됩니다. 팔로우 해 주시면 맞팔하러 갑니다. 신중하게 선택해주세요.#슬램덩크트친소,True
Day1,Q3,2sp,슬램덩크,714raranchurus,1디페 Q3 라라,327,15,12,1.4천,1디페 백호열 쁘띠존 강백호x양호열 소설가제: 의기양양 수요조사 폼입니다.펑크인줄 알았던 책이라 급하게 달려볼 예정입니다.전연령 혹은 15금 예정.https://witchform.com/demand_form/90286…샘플 ) 1 화 분량더 보기[샘플] [수요조사] 백호열 가제: 의기양양 : 포스타입 포스트출처: rarawhatisee.postype.com,True
Day1,Q3,2sp,슬램덩크,qkddma,칠,"1,058",2,9,1.5천,,True
Day1,Q4,2sp,슬램덩크,hanamitto,1디페 Q4 꿀냥,37,2023년 10월 18일,1,1천,,True
Day1,Q4,2sp,슬램덩크,AWoo_sd,디페Q4) 아우,385,74,49,4.7천,RT) 태섭른온리전 코롯토 현장수령 선입금폼 ~1/16 23:59 까지 https://witchform.com/deposit_form/552749…- 태른온에 데려갈 코롯토 선입금 폼입니다!- 해당 굿즈의 경우 현장판매분은 극소량으로 챙겨갈 예정입니다..!- 문의는 DM 또는 스핀으로 부탁드립니다잘부탁드려요...,True
Day1,Q4,2sp,슬램덩크,ganadala_12,Q4) 가나 님이 재게시함,183,15,12,910,7시간[1디페/Q19] 백호열 쁘띠존 소설 회지 <Proof of Love>현장수령 선입금 폼A5/후기 포함 48p/R-15/5000원폼 작성 기간: 1/14 오후 9시 00분 ~ 1/15 오전 9시 00분자세한 사항은 폼 링크를 확인해 주세요.https://witchform.com/payform/?uuid=N3L6JYKH1H…,True
Day1,R16,4sp,슬램덩크,Lykke_838,R16 | 리케,2.4만,219,311,2.8만,"[RT] 1월디페 태섭대만 신간현판 수량조사와 통판을  받으려 합니다! 성인본｜24P｜5,000원｜ㅋㅌㅂㅇ 소재주의자세한 샘플은 타래 또는 페이지 링크를 통해 보실 수 있습니다. 샘플>>https://posty.pe/rn8q97현장구매수요조사>>https://forms.gle/1HVdtH98yo6ZHDZH6…통판폼>>https://witchform.com/payform/TAS6R54NOY…다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경보기",True
Day1,R16,4sp,슬램덩크,bestcondition14,농사 님이 재게시함,"9,959",1.7천,3.2천,5.5만,,True
Day1,R5,2sp,가비지타임,shdshfroll,(1디페/R5)착잡한 초코롤(D-2),"1,881",19,171,4.3만,전 걍 상른하는 사람임뱅상으로 입덕해서 종상 퍼먹다가 준상카페가고 긍상 알티하고 희상 마음찍고 냥개 포타보고 빵상보고 웃음걍 다 먹음 잡식임근데 또 상호가 먼치킨이고 능력있는거 좋아함그래서 적폐캐해석 많을 수 있지만 이런 저를 견디시고 못견디신다면 다음에 좋은 인연으로 뵙기를,True
Day1,R5,2sp,가비지타임,GGGG_23X6,쥐구멍,628,7,107,4.7천,예...,True
Day1,S20,2sp,가비지타임,23Chaegeum6,채금S20,553,77,14,7.5천,1/20 디페 현장수령 선입금 폼RT해주신 분들 중 한 분 추첨하여 굿즈 전종을 보내드려요1월 디페스타 종상 쁘띠존 부스에서 판매할 굿즈의 현장수령 선입금을 받습니다!!๑ᴖ◡ᴖ๑ ~24/01/03 23:59까지폼 링크https://witchform.com/deposit_form/542750…,True
Day1,S20,2sp,가비지타임,193cmx187cm,S20-,"4,314",6,7,1.1천,"* 마계기공사 * 성인, 2차계, 종상오타쿠질문 및 리퀘 http://pushoong.com/ask/8051648844백업용 포스타입 http://s2rin2.postype.com",True
Day1,S20,2sp,가비지타임,deoss_101,S20/더-쓰,"4,642",56,33,8천,"[S20] 1월 20일 디페스타 최종인포현판으로만 진행하는 굿즈가 1종 추가되었습니다! 잘부탁드립니다 회지샘플: https://posty.pe/sqzp8l선입금 수령시간: 11~2시현판은 극소량 예정중입니다. (스티커포함)채금, 마계기공사님과 함께하는 부스입니다.(타래로 공지 추가예정)",True
Day1,S24,2sp,가비지타임,sendheart_,♡︎︎ | S24,"2,259",163,140,1.9만,RT}⋰˚✩1월 디페 종상쁘띠존 현장판매 인포입니다♡ॢ₍⸍⸌̣ʷ̣̫⸍̣⸌₎  1월20일 디페스타 :S24 (종상 쁘띠존).•재고가 극소량인 제품도 있으니 확인부탁드립니다!,True
Day1,T1,2sp,가비지타임,23_0119,디페T1 칼아지,"1,464",50,62,3.5천,고소의 판타지au 기반으로 넣은 뱅상 코미션고소@plume_1024·2023년 8월 4일,True
Day1,T1,2sp,가비지타임,pikooooong,T1/피망 님이 재게시함,"4,191",503,860,2만,,True
Day1,T20a,1sp,가비지타임,gosariorbit,고사리,861,8,15,1.6만,메인트용푸슝: https://pushoong.com/ask/6019510723푸슝에 리퀘넣어도 되지만 안할 확률이 높아요타래는 썰모음,True
Day1,T20a,1sp,가비지타임,hotclare0987,하현(디페/T20a),"4,498",257,514,19만,하현 연성 타래완결 썰 : #하현달_갑타미완결 썰 : #하현달_파편,True
Day1,T4,2sp,가비지타임,Heosa_2306,,179,0,0,0,,True
Day1,T4,2sp,가비지타임,ggang8282,디페T4 / 쑥떡파인애플갈비탕,"2,178",47,34,5.8천,@ggang8282 님에게 보내는 답글미리 올려두는 1월디페 부스인포 입니다!신작만 들고 갈 예정이니 참고부탁드립니다..!!,True
Day1,T7,2sp,가비지타임,Gonggyul,공귤,"2,767",509,145,2.6만,1월 디페 현장수령 & 통판 선입금 받습니다수량 소진시 조기종료 될 수 있습니다.(수량추가 문의x)반드시 폼 안내를 확인해주세요~!RT추첨 한 분께 코롯토를 보내드립니다24.01.08 20:00 ~ 24.01.09 23:59현장수령: https://takemm.com/prod/view/23678통판: https://takemm.com/prod/view/23676,True
Day1,T7,2sp,가비지타임,Sstofgoak_,새햄⁶²¹,885,246,61,1.8만,"RT추첨 한분께 아크릴 굿즈를 드립니다1월 디페스타에 가져갈 가비지타임 빵준&상뱅 굿즈 선입금 받습니다! 재판 품목의 경우 통판은 진행하지 않으며, 현장수령으로만 진행합니다12/30(토) 15:30~ 1/2(화) 23:59현장수령: https://witchform.com/deposit_form/543924…",True
Day1,U11,4sp,"가비지타임, 플레이브, 주술회전",youngoh0505,영오 (1디페/U11),6.1만,33,62,5.3만,,True
Day1,U11,4sp,"가비지타임, 플레이브, 주술회전",mmmiaa__,미아,17.9만,출처: spinspin.net,35,8.6천,허락해줄게,True
Day1,U12,2sp,가비지타임,domesangga,도매상가,28,39,10,9.4천,1디페 현장수령 & 통판 폼~01.04 23:59알티해주신 분 중 한분께 스티커세트 보내드려요https://witchform.com/deposit_form.php?idx=545885…,True
Day1,U12,2sp,가비지타임,HRxck_,홎롭 님이 재게시함,"9,667",145,256,3.4천,1시간종뱅,True
Day1,U12,2sp,가비지타임,youdahxx,U13 유다히,1.3만,176,72,2.9만,"[RT] 종뱅 《강제도킹관타도중독》 1월 디페스타 현장판매 안내나는 과거로부터 결백해,그러니 내 앞에서는 너도 그래.https://posty.pe/p44p4f#RT 추첨 한 분께 소장본을 보내드립니다.",True
Day1,U13,2sp,가비지타임,Dia_HIYO,디페)U13𝑯𝑰𝒀𝑶,"3,380",48,37,8.6천,1월 디페스타 2관 U13 인포가비지타임 쉐어부스입니다. 자세한 사항은 인포 확인 부탁드립니다.추가사항 타래로 안내드리겠습니다!,True
Day1,U13,2sp,가비지타임,CUonbank_,U12)캐쩐,"1,769",1,3,2.6천,부스위치가 U12로 변경되엇어요10일 이전에 선입금 넣어주신분들께는 저녁에 윗치폼 메세지 및 트위터 멘션으로 연락 드리겠습니다~감사합니다U12)캐쩐@CUonbank_·1월 7일RT 추첨 한분께 신상 스티커 1종을 드려요1디페 선입금(현장수령) 폼 입니다~~!!(~1.14 0시),True
Day1,U13,2sp,가비지타임,coolyogurtice,요아 님이 재게시함,"1,567",55,96,1.5천,21시간반 년 전에 낙서했던 건데 갑자기 생각나서... 이런 각도를 좋아하는 건가... 싶었던... ㅋㅋㅋ,True
Day1,U13,2sp,가비지타임,nongbam_oO,농..구독,"6,632",29,63,8.2천,"잘 받아보셨을지 궁금해서 간단한 후기 이벤트를 열어요.✎인용으로 후기를 남겨주시는 한 분께 현철이 아크릴 스탠드를 드립니다. (짧아도, 이번 통판 외에 지난 행사 굿즈여도 괜찮습니다)✐1월 18일에 추첨!",True
Day1,U21b,1sp,"가비지타임,도리벤,전독시",orvstory,(1디페 U21b) 믐,461,6,15,611,< 1디페 > 최종인포 입니다.1디페—( 2관 U21b )(*코롯토는 선입금 하신 분들만 현장수령으로 받아가실수 있습니다!)(*중독포카는 한정수량 9세트만 판매 합니다!)(*(선입금용) 코롯토는 최대 2시까지는 수령하러 와주세요!),True
Day1,U22,2sp,가비지타임,BSSikNyang,,0,0,0,0,,True
Day1,U22,2sp,가비지타임,Eunsul_1109,1디페 U22 | 은설 (마감중),"1,096",해당 트윗은 인포때도 내용올려두겠습니다 다들 좋은 하루되세요~,1,242,,True
Day1,U24,2sp,가비지타임,lyeng_2,디페U24 랭이,"1,435",44,33,6.9천,"[1월 20일 디페스타] U24 어? 병찬이랑 상호가 뽀뽀하는게 자연스러운 행위인 것 같아 부스 인포입니다~랭, 팥붕님, 븝님이 함께해요",True
Day1,U24,2sp,가비지타임,baggae443724,팥붕U24,"3,067",29,18,4.6천,"[디페스타 U24]랭님, qmq님과 함께 하는 부스 최종 인포입니다.잘 부탁드리겠습니다!",True
Day1,U24,2sp,가비지타임,beub649736,븝 님이 재게시함,5,7.4천,9.5천,29만,2023년 9월 21일,True
Day1,U3,2sp,가비지타임,js2bs2,1디페 U3 김시럽,"7,118",4,35,1.3천,"살면서 이렇게 남의 꿈을 응원할 일이더는 없을 것 같다…,,,,,행복해라 얘들아",True
Day1,U3,2sp,가비지타임,mya789456,디페U3 먀,"2,994",메인트를 바꾸어요,17,3만,,True
Day1,U5a,1sp,가비지타임,bbyonyam,"당도최뾰(디페 u5a,b)","5,674",1,8,1.4만,메인트윗용,True
Day1,V12,2sp,가비지타임,morgen_brot,(1디페 V12)찐빵⁶²¹,"1,428",1,3,4.1천,1디페 최종인포입니다! 213님과 함께 참여해요~성인 재록본 구매시 행사장 성인인증 팔찌와 신분증을 확인하니 꼭 지참해주시길 바랍니다.213@suloful·1월 6일[1월 20일 디페스타 최종인포]부스 위치: 2관V12부스명:찐빵 213개 쥬세요!(귀엽다는듯이 웃기),True
Day1,V12,2sp,가비지타임,suloful,213,1.3만,43,26,1.7만,[1월 20일 디페스타 최종인포]부스 위치: 2관V12부스명:찐빵 213개 쥬세요!(귀엽다는듯이 웃기)찐빵님과 함께 참여합니다~!(1디페 V12)찐빵⁶²¹,True
Day1,V13,2sp,가비지타임 헌터헌터,Librak1707,모로 님이 재게시함,721,232,542,1.2만,,True
Day1,V24,2sp,가비지타임,hunuuuut,디페 V24 ⋆ 눗뽀 님이 재게시함,282,1.9천,398,3만,1시간가비지타임 완결 기념 RT 추첨 세 분께 최종병기 스티커 보내드립니다,True
Day1,V24,2sp,가비지타임,_00365,토 V24/일 D12•H23b하나이,"1,988",33,13,5.7천,멜팅미모어 클로버(네잎) 양도 구합니다..놀이동산에서 잃어버린..( •_ •̥ ˳ ˳ )수량 상관없어요.. DM으로 연락주세요 감사합니다..ㅠㅠ,True
Day1,W6,2sp,가비지타임,__au_79,아루 | 디페W6,361,131,216,1.6만,,True
